# Class, ID
Blazar,TranID811041150144132384
SN,TranID811031090254112665
CV,TranID811021210044141173
SN,TranID811020090134124727
CV,TranID810311380084125884
CV,TranID810311350114142207
Flare,TranID810311321084143179
CV,TranID810311320154134708
CV,TranID810311320134149051
SN,TranID810311320094143660
AGN,TranID810311320084103560
SN/Ast,TranID810311290504123436
Flare,TranID810311290504117895
SN,TranID810311290124131194
Flare?,TranID810311290084135985
CV,TranID810311260034134479
Var,TranID810301350174147763
SN?,TranID810301150534104873
SN,TranID810301040074123661
Unknown,TranID810301011274114466
CV,TranID810301010244104094
AGN,TranID810300151174110520
CV,TranID810300041124157921
Blazar,TranID810300040154130307
Var/Ast,TranID810300010264148134
SN,TranID810300010254139634
SN/AGN,TranID810290120074102963
CV,TranID810290091214126815
SN,TranID810290041224133176
SN,TranID810281380384119044
Var,TranID810281350024129850
CV,TranID810280041154254954
Flare?,TranID810270121254127247
SN,TranID810270090294148659
CV,TranID810270090294145633
CV,TranID810261350124145648
CV,TranID810261350094107353
SN?,TranID810260090174106215
CV,TranID810251400344125487
CV,TranID810251320174127987
CV,TranID810251320174125751
SN,TranID810251290114110356
CV,TranID810251120194119274
CV,TranID810251070594102293
CV,TranID810241260064139598
Comet,TranID810241210104130119
CV,TranID810241180044126382
CV,TranID810241070224132530
CV,TranID810101210894113941
SN,TranID810100210174114826
CV,TranID810100150214102987
CV,TranID810091380694101766
Var,TranID810091040254104995
SN,TranID810090180084119813
SN,TranID810090150024205441
Var?,TranID810071290204126157
Comet/Ast?,TranID810071290184121966
Ast?,TranID810071180214117212
O/Ne,TranID810071070174103058
Ast,TranID810061260194125870
Ast?,TranID810061230204149981
CV,TranID810021350334149473
SN,TranID810020151234124150
SN,TranID810010070114130714
SN,TranID810010070044133087
CV,TranID809301291114104865
Blazar?,TranID809301290104145043
Var,TranID809301290084140240
SN,TranID809301260124122345
CV,TranID809291090244127420
SN,TranID809290121154131085
Blazar/AGN,TranID809281151224118206
SN,TranID809281040874127913
SN/AGN?,TranID809280120254121317
CV,TranID809270120164124439
CV,TranID809270091144116516
CV,TranID809241381024159941
Var?,TranID809241380024102601
CV,TranID809241350064130912
HPM/Var?,TranID809241350024154740
SN?,TranID809241320084106648
SN,TranID809241180254136296
SN,TranID809241150224113744
Ast,TranID809241150184119649
Flare?,TranID809241120184135600
SN,TranID809231290074123293
SN,TranID809231260054127186
CV,TranID809231231144103023
Ast,TranID809231230144114335
SN,TranID809231230114122872
SN?,TranID809231230114112335
CV/Flare,TranID809231210194242819
SN,TranID809231150074107756
CV,TranID809221210074124820
SN,TranID809221180044128009
SN,TranID809221121234105206
SN,TranID809220120114125641
SN,TranID809211091234115311
CV,TranID809211090064126748
SN,TranID809211040084103568
CV,TranID809210041114126831
SN,TranID809200090064119159
Carb,TranID809091350114140756
CV,TranID809091320124130639
SN/AGN,TranID809091260104139755
Flare,TranID809091260054126896
Blazar?,TranID809071120204122681
SN/Var,TranID809071120174127658
CV?,TranID809071041234117626
SN/Ast,TranID809061230694126389
SN,TranID809061150174130714
Blazar,TranID809060151174131891
Flare,TranID809060090024127492
Mira,TranID807031290084137489
CV,TranID807021120694107355
SN,TranID807011071264127984
CV?,TranID807011071164121582
CV,TranID806251490404114182
CV,TranID806241380064116866
SN,TranID806241210744127594
SN,TranID806231320664126667
CV,TranID806230090754110801
SN/AGN,TranID806230040774108246
SN,TranID806141090574116627
SN?,TranID806111400544107515
SN,TranID806111400514116392
CV,TranID806111011244115704
SN,TranID806100091194116339
SN,TranID806081230644120410
SN,TranID806081230034109966
AGN/Flare?,TranID806081181164128860
CV,TranID806070151094160131
CV?,TranID806070040744116355
SN?,TranID806070040714131878
CV,TranID806061120884123727
CV,TranID806061120874122350
Flare,TranID805151180844106413
CV,TranID805141230814106789
CV,TranID805141180784119642
SN,TranID805141180774123041
Var,TranID805141010914129612
CV,TranID805121400284123122
CV,TranID805121350784123411
SN?,TranID805081350524125977
SN,TranID805081350514104248
Ast,TranID805081040614128914
Blazar,TranID805071260684103913
SN,TranID805071180814139403
SN,TranID805061210704218830
CV,TranID805061210454106076
Nothing/Lensing,TranID805061180734111910
SN?,TranID805061180644108608
Blazar,TranID805061180634116217
SN?,TranID805051150634115372
CV,TranID805051090884151996
SN,TranID805051090864136790
SN,TranID805051090854150901
CV,TranID805051071164149350
SN,TranID805050070774131184
SN?,TranID805031290744116277
SN?,TranID805031290714115617
SN,TranID805031011154147958
SN?,TranID805021210764105493
CV/Var/Ast,TranID805021070534130125
CV,TranID805020120754126084
SN,TranID805020120724141607
Flare,TranID805011260554129569
CV,TranID805011211144121897
AGN?,TranID804300120554112268
SN,TranID804291230674139537
SN,TranID804291210694115482
CV,TranID804281380714144091
SN?,TranID804281380474127539
CV,TranID804281090894104463
CV,TranID804281070864110328
CV,TranID804271320724132848
SN,TranID804271290734130359
CV,TranID804271290604119048
CV,TranID804270150694124657
SN,TranID804261290424127036
Blazar,TranID804261150884159233
Var,TranID804260040884140372
CV,TranID804260010884151576
SN,TranID804251120584108460
CV,TranID804250180744124610
CV,TranID804250040784123523
CV,TranID804241150834132813
CV,TranID804241120844107122
SN?,TranID804241090544102433
Ast,TranID804241070604111578
Ast,TranID804241070594124339
Ast?,TranID804241070594111984
Maser,TranID804240070764110297
SN,TranID804170090854134560
CV,TranID804161350364129084
SN,TranID804151290594104628
SN,TranID804151230704117806
CV,TranID804151120864114007
SN?,TranID804141230244222915
SN,TranID804140150714109771
SN?,TranID804131090774140598
SN,TranID804121010804117759
SN/AGN,TranID804111260834113263
Var?,TranID804111260764116672
Ast?,TranID804111090514114705
SN,TranID804110010844112923
SN?,TranID804091230794130733
SN,TranID804091230784123459
SN,TranID804091210874153781
SN,TranID804091210794129026
CV,TranID804091150924143927
SN?,TranID804090150594112932
CV,TranID804090010444152026
Ast/Flare?,TranID804081210514140362
Blazar,TranID804081180504105222
SN?,TranID804071180674120546
Var?,TranID804061350214151976
SN?,TranID804061320384115756
CV,TranID804061290384155040
SN,TranID804061090894125668
SN,TranID804061070664115771
SN?,TranID804050090864153908
CV,TranID804050040884106446
SN,TranID804050010854157215
CV/SN?,TranID804041430564115747
CV,TranID804041151124139364
Ast,TranID804041070494148312
Var,TranID804040180704103415
Blazar?,TranID804040180684110898
SN?,TranID804040150534125424
SN/CV?,TranID804040120704115982
SN,TranID804040090704116510
SN,TranID804040090684106127
SN,TranID804031400524129090
CV,TranID804031320744141349
AGN,TranID804031260834142979
CV,TranID804011350404111947
SN,TranID804011290454102379
Var?,TranID804011260664102804
SN,TranID804011260624128971
SN/CV?,TranID804011230604119146
CV,TranID804011150814123270
SN,TranID804011150764118274
CV,TranID803311040864112088
Flare,TranID803311010884148402
AGN/nothing?,TranID803310150544128612
SN,TranID803301040684131730
SN,TranID803301040664110169
AGN?,TranID803300120604125069
SN,TranID803291150664117962
SN,TranID803291090704132795
CV,TranID803290010784136859
OH-IR,TranID803241120274139158
CV,TranID803240090664110600
AGN,TranID803141150744110285
Ast?,TranID803130150764104005
SN,TranID803130010724112837
SN,TranID803121230704128898
SN?,TranID803121090504107689
SN,TranID803121010564140860
AGN/Var,TranID803120070594104825
AGN?,TranID803111230664115476
Ast,TranID803111230424136723
SN/CV,TranID803111210704115919
AGN?,TranID803111210684104480
SN?,TranID803111180664120135
Ast?,TranID803101320364113857
SN,TranID803101180594123146
SN/AGN,TranID803101180554123953
Lensing/nothing?,TranID803101120664124851
CV,TranID803091430354107829
Ast,TranID803091380384113756
CV,TranID803091380314119072
SN,TranID803081090494138611
AGN,TranID803071070684137505
CV,TranID803071010324106660
Var/nothing?,TranID803070120544111051
AGN?,TranID803061150674129875
Blazar,TranID803061090764110489
CV,TranID803060010464155774
CV,TranID803051400444124747
CV,TranID803051320384107064
SN/TDE,TranID803051260424104243
Flare,TranID803051260414134706
Ast/CV?,TranID803050090834146185
CV,TranID803041070894154850
CV,TranID803041040494145217
Very,TranID803040010554109890
SN,TranID803031260404130741
SN,TranID803031210404117636
CV,TranID803031210394160572
SN,TranID803021320594129483
Flare?,TranID803021260734124982
SN,TranID803021230744111099
CV,TranID803021210824148717
Red,TranID803010150794129194
CV?,TranID803010120794144423
SN,TranID803010070794109462
SN,TranID802291290564121097
Ast?,TranID802281350344145539
Flare,TranID802281070264102094
CV,TranID802281040444132343
SN,TranID802280070774129096
SN,TranID802280070584107866
SN,TranID802271180834141617
SN,TranID802271120614120311
SN,TranID802271040684108223
CV,TranID802271010724123230
CV,TranID802270090614112866
SN,TranID802191230754114380
SN/nothing?,TranID802141120684132083
AGN/SN?,TranID802141070524120861
SN?,TranID802121430604108940
SN?,TranID802121380594136810
Var,TranID802121320214113551
SN?,TranID802121290364108291
Var/Nothing,TranID802111400034142652
CV,TranID802111350134121217
SN,TranID802101120434114983
SN,TranID802101010134121620
CV,TranID802091040494149927
CV,TranID802091040474117552
Blazar?,TranID802081230604137198
SN/TDE,TranID802081180664105060
CV,TranID802081070564124647
SN/AGN?,TranID802080010614122524
CV,TranID802070070324109056
SN?,TranID802070040774129712
Variable,TranID802070040304101822
CV,TranID802070010294165621
SN,TranID802061070704106575
SN,TranID802031260424140087
CV,TranID802021180024125831
SN?,TranID802021090764133185
CV,TranID802021070444156851
CV,TranID802011320554107996
SN/AGN,TranID802011210714108117
Ast?,TranID802011150664123362
SN?,TranID801311320334131286
CV,TranID801311120884124969
HPM,TranID801311040734112057
CV,TranID801301230184144420
CV,TranID801301180474127786
CV,TranID801301180124103586
CV,TranID801301090584117826
Flare,TranID801180120604112518
SN/CV?,TranID801111400354131012
SN?,TranID801111400304151997
Unknown,TranID801111180564113016
SN,TranID801111180564103026
SN,TranID801110040804109051
Flare,TranID801101090034102239
SN,TranID801101070494136410
CV,TranID801101070194114719
Flare,TranID801101070114130042
CV,TranID801010071244101248
SN,TranID801010070214125371
SN,TranID801010040484105189
Var?,TranID801010040034114166
Flare,TranID801010010464118424
CV,TranID712311090454147905
SN/TDE,TranID712311090214110314
SN,TranID712301210434137755
SN,TranID712301210424106841
Ast/Var??,TranID712201180514109992
Var/Ast,TranID712201120514106394
Var/Ast,TranID712201090494135384
SN,TranID712190011214120386
SN,TranID712181350024142260
SN,TranID712180180624111439
CV,TranID712180150664128341
Variable,TranID712161260164123286
SN,TranID712161120654120793
SN,TranID712161090654124876
AGN,TranID712160040604111583
CV,TranID712151210224139942
Flare,TranID712151210224130852
Ast/Var?,TranID712151120084108167
SN?,TranID712151070094117416
Ast,TranID712151070094103915
Ast/Var?,TranID712141150134116101
CV?,TranID712141150134110012
SN/AGN?,TranID712141120114124750
CV,TranID712141090494112537
SN/Var?,TranID712141090114103434
AGN?,TranID712061230544117838
SN,TranID712061210534104289
SN/Ast?,TranID712061040144129509
SN?,TranID712061010134112093
CV,TranID712060090324111121
Var,TranID712060010184115479
CV/AGN?,TranID712050040214118394
AGN/Blazar,TranID712050010214119009
SN,TranID712041230204120774
SN,TranID712041090024121895
AGN?,TranID712041070534121941
SN,TranID712041070034104055
SN,TranID712031180464106445
Var,TranID711191290084136060
SN,TranID711170011224126793
CV,TranID711160011174143307
CV,TranID711151400724125465
Ast/SN?,TranID711150120054101863
CV,TranID711150010264146078
Var/Nova,TranID711131290084146626
SN?,TranID711130071184114264
CV,TranID711121350134134677
SN,TranID711121120084111043
CV,TranID711120010484141981
SN,TranID711111040534130485
Ast?,TranID711110071254114583
Blazar?,TranID711091230074132699
SN,TranID711091210034126490
Var/Ast?,TranID711090070024114928
CV,TranID711081290154130838
SN,TranID711071290464126323
SN,TranID711071150164104384
SN?,TranID711070010204109996
SN,TranID711061290384148328
Ast?,TranID711031091234108744
SN,TranID711031091214134189
SN,TranID711021260184122155
SN?,TranID711020120104124873
Ast?,TranID711020090034121262
SN/TDE,TranID711020090024109055
Flare,TranID711020070134114830
SN,TranID711020040154124879
SN,TranID711020040154110403
SN/TDE,TranID711020040064121985
SN,TranID703201120684101938
